Country,Internet_use,energy_eff,reduce_energy,confident_energy,coal_energy,natural_gas,hydroelectric,nuclear,solar,wind,biomass,worried_expensive,worried_fossil,worried_disaster,worried_insufpower,worried_techfail,climate_change,climatechng_thoughts,clmthgt2,ccnthum,personal_resp,worried_cc,cc_good_bad,reduce_cc,largeno_limitenergy,govt_reducecc,reduce_ownuse,favour_taxff,favour_subsidiseRE,ban_appliance,gender,age,marriage,highest_education,household_income,father_education,mother_education,care_environment
RU,1,88,1,77,88,88,88,88,88,88,88,4,4,8,8,8,1,6,1,88,0,5,0,0,88,88,0,8,8,8,2,83,5,213,3,113,113,1
RU,3,4,1,4,3,2,2,2,1,88,3,3,2,3,3,3,8,6,2,1,1,2,2,1,1,88,88,8,8,8,2,60,6,520,77,113,313,1
RU,2,88,88,88,88,3,3,1,1,1,88,5,5,5,5,5,2,6,2,2,0,5,0,0,0,4,4,2,2,8,1,38,66,323,8,213,313,1
RU,3,88,88,88,1,1,88,1,4,4,4,5,5,5,5,5,1,6,5,3,0,5,0,0,0,0,0,8,8,8,2,60,5,720,6,113,313,1
RU,3,3,88,2,88,88,88,88,88,88,88,5,5,5,5,5,1,6,3,2,5,5,0,5,4,5,4,8,8,8,2,35,4,520,7,520,720,2
RU,2,8,3,0,4,2,2,1,2,2,2,5,5,5,5,5,1,6,3,3,0,3,0,0,0,0,0,3,2,2,2,50,66,520,7,313,313,1
RU,1,9,3,10,2,2,2,5,2,2,2,5,4,5,5,5,1,6,5,1,0,5,0,0,0,5,5,5,4,3,2,78,5,323,3,113,113,1
RU,1,10,5,1,1,1,1,1,1,1,1,5,5,5,5,5,1,6,4,4,10,4,1,6,7,7,6,7,3,1,2,57,66,323,1,520,229,1
RU,2,88,55,0,88,88,88,88,88,88,88,5,5,5,5,5,2,6,3,2,4,3,0,0,0,88,88,8,8,8,2,33,6,313,3,213,313,1
RU,1,2,4,4,4,4,4,4,4,4,4,4,1,2,2,2,8,6,1,55,66,6,66,66,66,66,66,8,8,8,2,85,66,113,1,0,0,2
RU,2,4,4,3,3,3,3,88,2,2,2,4,1,3,3,3,2,6,2,1,1,1,2,4,88,4,3,3,3,3,2,25,66,213,3,313,313,3
RU,1,3,4,2,55,3,1,88,2,2,3,4,1,2,2,2,2,6,2,88,88,8,88,88,88,88,88,8,8,8,2,33,66,213,3,213,213,3
RU,1,2,3,5,4,3,2,2,2,2,4,4,1,1,1,1,2,6,3,3,0,2,3,88,3,4,3,2,2,2,2,53,66,520,3,213,213,2
RU,1,1,1,6,4,4,2,2,2,2,88,5,8,2,2,2,8,6,1,3,1,1,4,2,77,77,77,8,8,8,1,59,66,313,5,213,213,8
RU,1,77,4,0,88,88,88,88,88,3,88,4,8,1,1,2,8,6,1,88,77,1,77,2,3,3,88,8,8,8,2,84,6,113,77,0,0,3
RU,1,5,3,7,1,2,1,88,1,1,1,4,2,3,3,3,2,6,3,4,1,1,3,1,5,88,3,2,2,7,2,64,66,213,3,0,0,1
RU,2,2,3,5,4,4,3,2,2,2,2,4,1,2,2,2,1,6,3,4,2,2,2,1,4,6,77,2,2,2,2,69,66,720,5,113,0,2
RU,3,10,4,1,4,4,4,2,2,2,3,4,4,1,1,1,1,6,1,55,66,6,66,66,66,66,66,2,2,8,1,21,6,520,88,313,313,1
RU,1,88,3,8,88,88,88,88,88,88,88,4,3,3,3,3,2,6,2,4,88,3,5,7,5,5,7,3,1,8,1,70,5,323,1,113,113,2
RU,1,2,3,3,5,4,3,2,2,2,2,3,3,2,2,2,1,6,1,55,66,6,66,66,66,66,66,8,8,8,1,57,66,520,77,213,213,3
RU,1,1,3,2,3,3,3,3,3,3,3,4,3,2,2,2,2,6,1,55,66,6,66,66,66,66,66,4,4,2,2,58,4,313,3,113,113,3
RU,1,3,3,3,5,4,2,2,2,2,88,3,4,2,2,2,1,6,1,55,66,6,66,66,66,66,66,8,8,8,1,61,4,313,1,113,113,3
RU,3,4,3,3,4,4,2,2,2,2,4,1,1,1,1,1,1,6,1,88,88,8,88,88,88,88,88,4,4,4,1,37,66,720,5,213,8888,2
RU,3,1,3,0,2,3,3,2,2,2,2,4,8,2,2,2,2,6,1,55,66,6,66,66,66,66,66,3,3,3,2,31,66,520,8,313,313,2
RU,5,1,4,2,3,3,3,2,2,2,3,4,1,3,3,3,1,6,3,4,2,2,3,2,3,4,2,7,8,8,2,66,5,720,2,113,113,3
RU,1,2,3,3,3,3,3,3,3,3,3,4,1,2,2,2,2,6,3,3,2,7,88,1,3,88,2,8,8,8,2,60,5,520,3,113,720,2
RU,1,5,4,5,3,2,1,1,1,1,88,4,1,3,3,3,2,6,4,5,3,3,2,2,5,88,4,8,8,8,2,74,66,720,1,213,213,2
RU,1,2,4,88,4,4,3,5,5,5,5,4,1,2,2,2,2,6,3,3,1,3,1,4,4,4,4,3,3,3,2,68,5,520,1,0,8888,3
RU,1,88,4,6,4,4,2,4,2,2,4,5,5,1,3,4,3,6,1,55,66,6,66,66,66,66,66,1,1,8,1,66,5,313,1,323,323,2
RU,5,6,3,6,4,4,2,5,2,2,3,3,3,3,1,3,2,6,2,4,7,3,2,5,8,5,7,5,5,3,1,17,6,313,88,720,720,2
RU,5,5,4,8,4,4,2,5,2,2,3,4,4,2,2,3,2,6,3,4,6,3,2,7,7,6,8,2,2,3,2,35,66,720,8,229,520,2
RU,1,6,4,7,3,3,2,4,2,1,1,5,4,1,1,4,2,6,3,3,7,3,4,7,5,5,7,2,3,2,2,68,5,313,2,113,229,2
RU,5,3,4,9,3,4,2,5,2,2,4,3,3,3,3,3,3,6,3,88,88,2,2,7,6,8,8,2,3,2,2,41,66,520,5,520,520,2
RU,5,2,4,7,4,4,2,5,2,1,5,3,3,2,3,3,2,6,3,4,8,3,4,5,6,6,6,1,3,2,2,58,5,520,5,323,229,1
RU,5,3,3,8,3,3,2,4,2,2,4,4,3,2,2,3,4,1,6,66,66,6,66,66,66,66,66,2,4,2,2,27,66,720,7,229,520,4
RU,5,7,2,6,3,2,3,4,2,2,3,4,4,2,4,4,2,6,3,3,6,3,2,7,5,6,8,1,2,2,1,31,66,720,8,520,520,3
RU,1,88,4,0,4,1,4,5,2,2,2,4,5,5,5,5,2,6,2,3,1,4,3,3,6,6,8,2,2,1,2,78,5,520,2,520,8888,1
RU,1,88,4,9,2,4,2,5,2,2,4,4,4,2,4,3,2,6,2,3,7,3,3,7,8,8,8,1,4,2,2,68,5,313,1,213,213,1
RU,5,7,4,8,3,3,2,5,2,2,4,4,4,4,3,4,2,6,3,3,8,3,3,7,8,8,7,3,2,2,2,36,66,720,9,229,720,2
RU,1,88,3,1,1,1,1,5,3,3,3,5,4,5,5,5,2,6,3,88,2,3,4,3,2,6,2,3,3,3,2,66,5,113,1,113,113,3
RU,1,4,4,4,1,1,3,4,2,1,1,5,5,5,5,5,1,6,4,5,8,5,3,3,3,9,4,4,1,2,1,66,66,720,5,213,213,2
RU,3,4,3,0,1,1,1,4,2,1,1,5,5,5,5,5,1,6,5,5,8,5,0,0,0,7,0,5,1,3,2,63,4,323,6,213,213,2
RU,5,3,3,0,1,1,3,5,1,1,1,5,5,5,5,5,1,6,5,5,7,5,0,4,3,5,0,5,1,4,2,38,66,720,3,213,213,1
RU,3,7,4,0,1,1,1,1,1,1,1,4,5,5,5,5,2,6,4,5,10,5,0,2,3,5,0,5,2,4,2,36,66,620,7,7777,213,2
RU,3,4,2,0,1,1,3,4,1,1,1,5,5,5,5,5,1,6,5,5,8,5,0,3,3,7,0,5,1,1,1,30,6,323,1,213,229,3
RU,3,5,4,4,1,1,3,5,1,1,1,5,5,5,5,5,2,6,3,3,6,3,3,5,4,8,5,3,3,3,1,63,5,323,2,313,213,2
RU,1,4,1,0,1,1,1,4,1,1,1,5,5,5,5,5,1,6,3,3,7,3,3,0,0,7,3,5,2,2,1,79,5,313,2,213,229,3
RU,1,88,4,8,1,2,5,5,1,1,3,5,5,5,5,5,1,6,3,3,10,3,4,7,9,10,8,5,1,5,2,68,4,113,1,8888,113,3
RU,3,8,3,4,1,1,2,5,1,1,1,8,4,5,4,4,1,6,3,4,0,5,0,0,0,8,0,5,1,1,1,30,66,213,6,213,229,1
RU,4,6,2,0,1,1,1,4,1,1,1,5,4,4,5,5,1,6,4,4,8,4,1,4,3,6,4,4,3,3,2,34,77,213,1,113,213,3
RU,1,6,3,3,1,1,3,3,1,1,1,5,5,5,5,5,1,6,4,4,5,5,4,6,2,5,4,3,2,3,2,61,77,213,5,7777,213,2
RU,1,4,3,3,1,1,1,3,1,1,1,5,3,5,5,5,1,6,4,4,7,4,2,3,5,5,3,5,2,1,1,64,66,313,5,213,213,2
RU,1,5,2,3,1,1,3,5,1,1,2,4,4,4,4,4,1,6,4,5,7,4,6,5,5,8,4,5,1,2,1,65,66,323,5,213,213,3
RU,1,7,3,6,1,1,1,1,1,1,1,4,4,4,5,4,2,6,4,3,5,3,3,7,4,5,7,5,2,2,2,34,66,323,6,213,313,1
RU,1,8,5,3,1,2,1,5,1,1,1,5,5,5,5,5,1,6,4,3,6,4,2,4,3,7,5,8,1,5,2,73,5,213,1,113,213,2
RU,5,7,1,6,1,1,1,4,1,1,1,5,5,5,5,5,4,3,6,66,66,6,66,66,66,66,66,5,1,3,2,30,4,720,7,720,720,1
RU,1,7,3,6,1,3,3,4,1,1,2,7,5,5,5,5,1,6,4,4,6,4,5,3,5,5,3,5,3,2,2,63,4,313,1,7777,7777,3
RU,3,8,2,4,1,1,1,4,1,1,1,4,5,5,5,5,1,6,4,4,7,4,4,5,7,8,6,4,2,3,2,24,6,313,6,313,313,2
RU,1,10,5,6,2,1,1,5,1,1,2,5,5,5,5,5,1,6,5,5,8,5,0,10,6,0,5,5,1,3,2,57,66,323,1,213,313,2
RU,3,6,3,4,3,1,1,1,1,1,2,5,5,4,4,5,2,6,5,4,7,5,2,5,3,1,6,5,2,3,1,21,6,213,8,313,323,3
RU,1,1,4,7,1,1,1,5,2,1,2,5,4,4,5,5,2,6,3,3,4,3,3,3,3,5,4,5,1,3,2,77,66,213,5,213,213,1
RU,3,6,2,0,1,1,1,4,1,1,1,5,5,5,5,5,1,6,4,5,6,5,0,3,0,7,0,5,2,3,1,36,6,313,1,213,313,1
RU,3,5,2,0,1,1,1,1,1,1,1,5,4,5,5,5,1,6,3,3,5,3,3,0,0,5,0,5,1,5,2,26,6,313,3,213,213,1
RU,1,6,3,3,3,3,1,5,2,3,4,5,5,5,5,4,2,6,3,5,7,3,3,4,4,7,5,5,2,3,2,47,66,213,5,313,213,2
RU,1,7,4,4,1,1,2,5,1,1,2,5,5,5,5,5,2,6,3,3,6,3,0,5,5,6,4,5,1,8,1,68,66,323,5,229,313,2
RU,4,6,3,3,1,1,1,1,1,1,1,5,5,4,5,8,2,6,4,4,4,3,3,3,4,4,3,5,1,3,1,55,66,520,6,213,313,2
RU,1,6,3,6,1,1,2,4,1,1,1,5,5,4,5,5,4,3,6,66,66,6,66,66,66,66,66,5,1,2,1,33,77,323,5,8888,313,3
RU,4,7,2,0,1,1,2,5,1,1,1,4,5,5,5,5,1,6,4,3,4,5,2,0,0,4,0,5,1,4,1,37,6,323,5,229,229,1
RU,2,5,2,10,1,55,55,1,1,1,55,4,3,4,4,4,2,6,3,3,88,4,0,0,0,10,10,8,1,1,2,40,6,520,7,8888,520,4
RU,1,10,3,7,1,88,5,3,1,1,5,4,8,3,4,4,4,2,6,66,66,6,66,66,66,66,66,5,5,5,2,66,5,520,77,213,213,2
RU,1,10,3,7,3,3,5,77,55,3,55,4,8,5,5,3,8,6,3,55,66,6,66,66,66,66,66,5,5,5,1,51,4,213,77,213,213,2
RU,3,5,2,5,2,2,55,55,55,55,55,5,5,3,3,2,1,6,3,4,0,3,0,0,4,4,3,4,4,4,2,29,6,720,2,520,720,1
RU,1,88,3,7,2,88,5,2,2,4,55,4,3,5,5,3,1,6,3,2,5,4,0,10,5,10,10,4,4,4,2,64,5,323,2,213,323,1
RU,1,10,4,10,2,2,2,88,2,2,88,4,4,5,5,5,1,6,5,1,88,5,0,10,10,10,10,5,5,2,2,75,5,213,1,8888,7777,2
RU,1,10,3,5,88,2,5,2,2,2,5,4,3,5,3,5,2,6,3,3,10,4,0,10,5,10,5,3,8,2,1,68,5,323,2,113,313,1
RU,3,10,2,6,88,1,5,5,1,1,4,4,5,5,5,5,1,6,3,2,6,4,0,5,5,5,7,3,2,2,1,62,66,323,8,213,520,1
RU,5,2,4,7,4,2,4,88,4,4,4,4,3,5,5,5,2,6,3,2,88,3,0,88,4,5,88,5,5,2,2,38,66,720,77,313,520,2
RU,3,10,3,5,2,2,4,3,2,2,4,5,5,5,5,5,3,6,3,3,10,4,0,8,6,3,3,4,3,3,1,44,66,323,77,8888,7777,1
RU,5,77,1,0,1,3,2,2,1,1,3,5,5,3,4,4,2,6,3,4,7,5,7,3,3,5,5,3,2,3,2,28,66,720,77,520,520,4
RU,4,5,1,0,2,2,2,55,2,2,4,5,5,5,5,5,4,1,6,66,66,6,66,66,66,66,66,3,4,4,2,24,66,520,77,7777,7777,2
RU,4,5,2,0,1,2,4,4,1,4,5,5,5,5,5,5,2,6,3,3,5,5,10,3,3,3,5,3,3,3,2,49,6,323,77,229,213,1
RU,1,4,3,4,1,1,1,3,1,2,3,5,5,5,5,5,2,6,3,88,6,4,5,3,5,7,4,5,2,2,2,63,66,229,4,313,213,2
RU,1,88,3,4,1,1,3,3,1,1,1,5,4,4,5,5,4,3,6,66,66,6,66,66,66,66,66,5,2,2,2,47,4,323,2,213,213,3
RU,2,4,3,0,1,1,3,5,1,1,1,5,5,8,5,5,1,6,5,5,10,5,0,2,0,0,0,5,1,2,2,40,66,720,5,323,213,1
RU,3,4,3,6,88,4,4,3,3,3,3,3,2,4,4,3,2,6,2,3,4,2,4,7,4,7,7,4,4,4,2,37,6,520,2,520,323,3
RU,3,3,2,4,4,3,2,5,2,2,2,4,4,2,4,4,2,6,1,2,1,1,3,3,3,5,3,3,3,3,1,32,66,213,4,323,323,2
RU,3,4,3,2,3,3,1,4,1,1,1,3,2,2,2,2,8,6,2,88,2,2,4,4,5,6,2,3,3,3,2,30,6,520,1,323,323,2
RU,1,4,4,2,2,1,1,4,1,1,5,4,3,3,3,3,3,6,2,2,2,3,3,7,7,4,3,1,2,2,2,57,4,520,2,113,113,3
RU,1,8,4,3,3,88,88,4,2,2,2,3,4,3,3,3,2,6,2,4,3,3,3,7,6,88,3,2,2,2,2,64,66,520,5,113,113,1
RU,2,88,3,4,4,4,3,5,2,1,2,2,2,4,5,5,2,6,3,5,88,2,4,8,7,3,3,8,8,8,2,40,4,520,88,8888,520,5
RU,5,5,4,5,88,88,88,88,88,88,88,4,8,4,4,4,1,6,3,4,5,3,5,9,5,5,5,2,1,2,2,45,4,323,1,229,8888,1
RU,1,88,3,4,3,2,88,3,88,88,88,5,4,4,3,4,3,6,4,3,8,3,0,88,7,1,88,2,2,2,1,55,5,313,77,113,0,1
RU,5,7,2,10,3,3,3,4,1,1,4,3,1,5,5,5,1,6,3,3,3,3,5,8,7,5,3,4,2,2,1,31,4,720,77,313,229,4
RU,5,8,2,2,3,2,1,4,1,1,1,4,4,1,1,2,2,6,3,2,4,2,4,3,3,2,4,2,1,3,1,33,66,720,77,520,520,4
RU,1,6,4,88,3,2,2,4,2,2,2,5,5,5,5,5,2,6,1,88,88,8,2,4,3,3,5,2,2,2,1,50,66,323,4,229,520,1
RU,4,88,2,5,88,88,88,88,88,88,88,3,3,3,3,3,2,6,1,55,66,6,66,66,66,66,66,3,2,2,1,34,66,520,88,313,323,2
RU,2,3,3,3,5,4,4,4,3,3,3,3,3,3,2,3,4,1,6,66,66,6,66,66,66,66,66,3,4,3,2,43,4,520,1,229,520,8
RU,3,10,2,0,3,3,3,1,4,4,4,3,3,4,3,3,1,6,2,3,0,3,5,0,3,0,1,3,2,2,2,53,66,313,6,113,113,3
RU,2,10,2,0,2,2,2,1,3,3,3,3,3,4,4,4,1,6,2,3,0,3,5,0,0,0,0,2,2,2,1,34,66,313,3,313,520,4
RU,3,10,2,0,3,2,2,1,3,3,4,3,3,4,3,3,2,6,1,3,0,2,5,0,2,2,0,3,2,2,1,45,66,520,8,720,520,3
RU,2,0,3,0,2,2,2,1,3,4,5,4,3,4,3,4,1,6,2,2,0,2,2,0,0,0,0,3,3,3,2,47,4,213,4,113,213,5
RU,1,0,4,0,2,2,2,2,4,4,55,4,3,4,3,3,8,6,1,3,0,2,5,0,3,2,0,3,3,3,2,77,5,113,2,0,0,3
RU,5,10,3,0,3,3,2,2,4,4,5,3,2,4,4,4,1,6,2,3,0,2,5,0,0,0,0,3,2,2,2,36,4,720,77,720,720,3
RU,1,5,5,0,3,1,2,2,3,3,4,5,5,5,5,5,1,6,5,4,0,5,0,3,0,2,0,4,4,3,2,64,5,720,2,0,0,3
RU,3,0,4,0,3,3,3,1,1,1,1,4,3,4,4,4,1,6,3,3,0,3,5,3,5,5,1,2,1,3,2,41,66,323,7,313,313,4
RU,2,10,3,0,2,2,2,2,3,3,3,4,4,5,5,5,3,6,2,2,0,2,5,0,0,0,0,3,3,2,2,34,66,313,3,313,520,3
RU,3,10,3,0,2,2,2,2,2,2,2,4,4,5,5,5,1,6,3,3,0,2,5,0,0,0,0,3,3,3,1,40,66,520,7,313,313,3
RU,3,0,1,0,2,2,2,2,3,3,4,3,3,4,4,4,1,6,3,4,0,3,5,0,0,0,0,2,2,3,2,41,66,313,8,213,213,3
RU,1,0,4,0,2,2,2,2,2,2,55,4,4,4,4,4,1,6,3,3,0,3,88,0,0,0,0,3,2,3,2,86,5,0,88,0,0,3
RU,1,0,4,0,2,1,2,1,4,4,55,4,2,4,4,4,8,6,2,3,0,2,5,0,5,0,0,8,3,3,2,84,5,113,2,0,0,5
RU,2,0,3,0,3,2,2,1,4,4,5,4,1,4,4,4,2,6,2,2,0,2,5,0,0,0,0,3,3,3,1,47,4,213,4,113,313,4
RU,1,10,5,6,4,3,3,4,2,2,88,4,4,3,3,3,8,6,1,88,5,2,88,88,0,3,5,8,2,4,1,50,66,313,88,8888,520,2
RU,1,2,4,2,4,2,2,4,2,2,4,4,3,4,3,3,2,6,4,3,1,3,1,6,4,4,88,2,2,2,1,60,4,520,3,720,520,2
RU,4,10,5,88,3,3,3,3,3,3,3,5,2,2,2,2,2,6,3,88,0,1,88,2,3,88,0,8,2,4,1,27,66,229,6,720,720,1
RU,1,9,88,3,4,2,2,4,2,2,4,4,2,2,2,2,2,6,3,3,1,2,88,7,1,88,2,8,2,4,2,57,66,520,88,8888,520,3
RU,5,5,6,6,88,2,5,2,4,4,5,5,1,1,1,1,4,1,6,66,66,6,66,66,66,66,66,5,2,8,1,40,66,229,8,520,520,1
RU,5,3,55,6,4,2,2,4,1,2,3,4,3,4,4,4,2,6,2,3,6,3,4,4,3,3,3,3,1,2,2,23,6,620,7,520,720,4
RU,5,10,55,1,3,1,5,5,3,5,5,1,1,3,3,3,2,6,2,3,0,2,1,2,1,1,1,5,4,4,2,22,6,313,77,8888,720,2
RU,5,8,4,5,3,2,2,3,4,4,4,5,2,3,4,3,2,6,4,2,2,3,4,2,3,3,2,4,2,2,2,70,5,800,77,520,313,2
RU,5,9,5,2,4,3,3,5,2,2,2,3,3,3,1,3,2,6,2,3,4,3,5,0,0,0,0,4,2,4,1,59,66,720,9,213,213,2
RU,1,5,4,5,2,3,4,4,4,4,4,4,2,3,3,3,1,6,3,3,2,3,5,5,5,5,1,2,3,3,1,74,5,720,5,8888,520,2
RU,5,7,2,7,3,3,4,3,4,4,4,3,3,3,3,3,2,6,2,2,5,2,3,5,5,5,5,2,2,2,1,25,4,213,8,720,313,1
RU,3,8,2,1,88,1,3,88,4,4,4,5,2,4,2,4,1,6,4,4,2,4,2,6,1,1,7,8,2,5,1,34,66,520,6,313,520,1
RU,4,8,4,1,3,2,3,88,4,4,4,4,1,4,3,5,3,6,3,3,2,2,88,5,6,88,1,5,2,8,1,34,66,720,7,229,520,1
RU,3,3,3,7,4,1,1,77,4,4,4,5,8,2,3,4,1,6,3,4,88,2,2,8,2,1,1,4,2,4,2,40,4,520,4,323,520,2
RU,2,4,4,2,3,2,2,88,3,3,4,4,3,4,3,5,1,6,3,5,1,1,88,5,8,88,4,8,2,8,2,35,66,323,88,213,213,1
RU,3,7,2,88,3,2,2,88,4,88,88,4,4,4,3,5,1,6,1,4,1,1,88,8,6,3,2,8,2,3,1,37,66,323,5,213,313,1
RU,5,1,1,2,4,3,2,5,3,3,4,5,5,3,1,4,3,6,2,3,0,1,6,9,4,2,5,8,2,7,1,32,66,520,3,229,520,2
RU,5,1,4,3,4,2,2,88,3,3,4,5,4,4,4,4,1,6,2,3,2,3,88,88,5,2,2,8,2,4,2,24,6,720,77,520,720,1
RU,5,5,2,3,3,3,2,4,4,4,55,5,2,3,3,3,1,6,4,3,6,4,3,2,2,4,3,4,2,3,1,27,6,620,77,7777,620,3
RU,4,7,4,88,4,3,2,3,3,3,55,4,4,3,3,3,1,6,4,5,6,4,3,8,3,88,88,5,5,5,1,37,66,720,77,720,720,2
RU,5,4,2,4,3,3,2,4,3,3,55,4,2,4,2,4,1,6,3,4,3,3,3,6,6,6,2,5,2,3,2,41,4,520,8,323,8888,2
RU,5,8,3,2,4,3,2,5,1,1,5,4,3,3,3,3,1,6,2,3,1,3,1,88,2,6,1,8,8,8,1,31,6,720,8,720,720,1
RU,3,7,4,4,4,3,3,4,4,4,5,4,3,3,3,3,1,6,3,4,4,3,1,4,3,4,4,4,2,8,2,21,6,313,1,323,520,1
RU,5,4,3,6,3,4,3,2,1,1,4,2,2,3,2,2,1,6,4,3,5,3,5,6,3,5,5,3,4,4,1,16,6,113,88,520,720,4
RU,5,88,3,4,3,3,4,4,4,88,88,8,3,3,3,3,2,6,3,3,5,4,5,7,7,6,6,3,3,3,2,41,66,720,7,520,720,4
RU,2,6,4,3,4,4,5,3,4,3,3,4,3,3,3,3,1,6,8,55,66,6,66,66,66,66,66,3,3,3,1,47,66,520,77,520,520,2
RU,5,8,3,8,5,3,3,3,3,2,2,3,3,3,3,3,2,6,3,2,5,5,6,88,88,1,3,3,8,4,2,23,6,620,9,720,720,3
RU,5,88,2,6,5,4,4,3,3,3,3,3,4,3,3,3,2,6,3,2,2,3,5,5,6,4,4,3,4,4,2,23,6,313,8,720,800,4
RU,5,9,4,5,4,2,2,5,2,2,4,1,1,1,1,1,4,1,6,66,66,6,66,66,66,66,66,5,3,2,1,24,6,620,1,313,313,5
RU,4,9,4,7,4,3,3,2,2,2,5,4,2,3,3,4,2,6,3,4,8,3,3,7,3,7,3,3,2,1,2,51,4,720,10,323,323,2
RU,5,8,6,1,4,2,2,2,2,2,4,4,4,4,4,4,1,6,4,4,4,4,0,4,8,8,8,5,2,2,1,30,6,720,8,213,520,2
RU,1,88,6,8,3,2,2,3,3,3,4,4,4,4,4,4,4,1,6,66,66,6,66,66,66,66,66,4,2,2,2,72,5,520,2,113,113,1
RU,1,88,1,0,4,2,2,5,3,4,5,5,1,1,1,1,3,6,1,4,0,1,88,0,1,2,0,5,3,3,1,90,66,113,7,8888,0,2
RU,5,4,1,3,4,2,3,4,2,3,4,1,1,1,1,1,3,6,1,55,66,6,66,66,66,66,66,5,2,2,1,18,6,213,2,720,720,4
RU,3,5,6,1,4,4,3,3,2,2,5,5,2,1,1,1,3,6,1,55,66,6,66,66,66,66,66,5,2,4,2,64,66,520,5,213,213,1
RU,5,10,6,2,4,2,2,2,2,2,4,5,1,3,3,4,2,6,3,4,3,2,3,3,2,7,3,5,1,1,2,51,4,720,7,323,520,2
RU,1,2,1,0,4,2,1,4,2,2,4,5,4,1,1,1,4,1,6,66,66,6,66,66,66,66,66,5,8,5,1,41,66,313,7,229,520,5
RU,5,10,6,1,88,3,3,88,3,3,88,4,3,4,4,4,4,1,6,66,66,6,66,66,66,66,66,5,2,1,1,59,66,720,4,113,313,2
RU,1,5,3,10,3,2,2,5,2,2,4,5,5,4,4,4,1,6,3,2,1,5,2,10,7,8,2,5,3,3,2,68,4,323,1,8888,113,2
RU,1,3,6,1,4,2,3,4,1,1,5,5,2,1,1,2,1,6,3,4,1,5,2,2,5,6,2,5,4,3,1,58,66,520,7,113,113,2
RU,1,7,6,1,3,2,2,4,3,3,4,5,1,3,3,4,2,6,1,2,0,1,3,3,3,2,0,5,2,8,2,70,4,720,5,520,520,2
RU,1,5,6,1,4,3,2,4,3,3,4,4,2,3,3,3,2,6,4,5,3,1,5,5,1,5,1,5,3,3,1,56,66,323,8,213,213,2
RU,2,5,6,2,4,2,2,3,3,4,5,5,2,2,2,2,2,6,3,4,0,4,1,2,2,2,2,8,2,2,2,54,5,520,8,213,213,2
RU,1,5,6,5,4,2,3,3,3,3,88,5,8,1,1,4,2,6,3,4,0,1,7,7,2,3,2,5,2,3,2,50,66,520,7,213,229,2
RU,5,7,6,5,3,3,3,2,3,3,4,4,2,1,1,3,3,6,1,3,0,1,2,7,3,3,0,5,4,2,1,32,6,720,6,229,323,2
RU,5,8,6,1,4,2,2,2,2,2,5,5,2,5,5,5,1,6,1,3,1,1,3,8,3,3,2,5,1,2,2,58,66,720,9,720,720,1
RU,1,5,3,5,2,2,2,2,2,4,5,5,2,1,1,1,2,6,1,3,0,1,3,0,1,2,0,4,3,3,1,78,66,520,6,8888,113,2
RU,4,6,3,4,2,3,4,3,5,3,2,1,1,3,3,3,3,6,2,3,5,3,5,5,5,5,5,3,2,3,1,23,6,620,77,8888,520,3
RU,5,6,2,5,4,3,3,5,3,3,4,4,2,3,3,3,2,6,2,88,6,2,5,5,5,6,4,4,3,3,2,24,6,620,77,8888,720,3
RU,1,7,3,5,4,3,3,5,4,3,3,2,2,3,3,3,2,6,2,3,5,3,6,4,5,6,4,3,3,2,1,48,4,720,77,313,720,4
RU,5,88,88,88,2,3,4,3,4,3,2,3,3,3,3,3,2,6,1,3,6,3,3,5,5,5,4,2,3,3,2,21,4,313,77,8888,520,1
RU,5,6,3,6,5,3,3,2,3,4,3,1,2,3,3,3,2,6,2,3,6,3,5,4,4,4,5,3,3,3,2,34,4,313,77,8888,8888,4
RU,3,5,3,4,4,4,3,3,3,2,2,4,2,3,3,3,2,6,3,88,4,2,5,5,5,5,6,3,3,3,1,52,4,520,88,7777,7777,4
RU,5,88,3,5,3,3,3,3,3,3,88,4,4,3,3,3,1,6,3,3,88,3,4,88,0,0,88,8,2,8,1,30,6,720,7,520,720,2
RU,5,5,3,4,3,2,3,3,2,3,55,4,8,3,3,3,2,6,3,3,5,3,2,4,3,4,1,8,2,8,2,29,6,313,77,7777,7777,1
RU,5,8,5,8,2,3,1,1,1,1,4,5,3,4,3,5,1,6,4,3,2,4,2,6,3,2,3,3,2,4,2,44,66,520,77,520,520,2
RU,5,88,55,6,88,88,2,88,88,88,88,4,4,4,4,4,1,6,4,3,5,3,0,3,1,2,1,2,1,3,1,28,66,520,8,520,520,2
RU,1,5,4,88,4,3,4,5,2,2,88,4,4,3,3,3,1,6,3,3,88,3,3,6,2,3,2,8,2,2,2,66,4,313,5,8888,8888,2
RU,5,8,3,6,2,2,3,3,2,4,5,4,1,4,4,4,1,6,1,2,2,3,10,5,2,2,3,3,3,3,2,33,77,720,77,229,229,1
RU,5,10,5,2,4,4,3,2,4,4,3,4,4,4,4,4,1,6,4,3,3,4,1,3,3,2,2,2,3,2,1,67,5,720,9,213,520,2
RU,5,5,3,6,5,3,3,3,2,3,5,3,3,3,3,3,3,6,2,3,6,2,4,5,4,6,4,3,3,3,2,23,6,620,77,7777,7777,4
RU,4,6,2,5,4,3,3,4,3,2,3,4,2,3,3,3,2,6,2,3,6,2,5,5,5,5,3,3,3,2,1,24,4,620,88,8888,8888,4
